kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
ispass-2009-LPS.5.sm_62.ptx 773 : 250000 2252224 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 64 : 1200 12000 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 774 : 250000 2257736 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 65 : 1200 10800 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 781 : 320000 3439008 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 72 : 7600 68400 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 104 : 12800 117120 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 441 : 250000 1500780 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 782 : 320000 1923968 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 73 : 7600 39920 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 410 : 12800 76800 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 783 : 320000 1550880 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 74 : 7600 38640 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 411 : 12800 0 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 105 : 12800 77440 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 442 : 250000 1500484 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 106 : 12800 78080 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 107 : 12800 76800 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 75 : 7600 45600 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 110 : 12800 115840 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 76 : 7600 69680 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 413 : 12800 115200 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 786 : 12800 64128 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 77 : 7600 39520 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 414 : 12800 76832 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 78 : 7600 38880 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 415 : 12800 115200 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 79 : 7600 45600 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 80 : 7600 68400 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 81 : 7600 45600 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 418 : 320000 354004 0 0 0 0 0 0 2500 
ispass-2009-LPS.5.sm_62.ptx 82 : 7600 68400 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 419 : 250000 1265188 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 83 : 7600 45600 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 84 : 7600 46240 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 85 : 7600 45600 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 422 : 250000 2275672 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 516 : 250000 2252308 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 517 : 250000 6177228 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 518 : 250000 2253280 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 519 : 250000 825548 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 520 : 250000 2254536 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 521 : 250000 842288 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 522 : 250000 1501272 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 523 : 250000 0 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 525 : 250000 2251412 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 526 : 250000 2252848 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 527 : 250000 76969752 653824 0 0 36250 10000 0 0 
ispass-2009-LPS.5.sm_62.ptx 528 : 250000 2254304 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 529 : 250000 796108 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 532 : 250000 1500696 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 533 : 250000 1500448 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 536 : 320000 893547 0 0 0 0 0 0 3700 
ispass-2009-LPS.5.sm_62.ptx 537 : 142200 712356 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 540 : 142200 1421934 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 554 : 320000 1603456 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 541 : 142200 3441694 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 542 : 142200 3470647 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 543 : 142200 463852 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 544 : 142200 476496 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 545 : 142200 853810 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 546 : 142200 0 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 548 : 142200 1280625 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 549 : 142200 1281086 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 550 : 142200 31451664 48640 0 0 39600 7300 0 0 
ispass-2009-LPS.5.sm_62.ptx 551 : 142200 445044 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 555 : 320000 352492 0 0 0 0 0 0 2500 
ispass-2009-LPS.5.sm_62.ptx 556 : 250000 1259008 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 559 : 250000 1503064 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 560 : 250000 1509700 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 561 : 250000 2260416 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 562 : 250000 1503632 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 563 : 250000 1502200 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 564 : 250000 49925 0 0 0 0 0 0 4900 
ispass-2009-LPS.5.sm_62.ptx 568 : 9900 89168 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 569 : 9900 247288 0 5100 5100 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 570 : 9900 49792 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 565 : 240100 1207878 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 573 : 240100 2164305 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 574 : 240100 6037225 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 575 : 240100 2163516 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 576 : 240100 6035800 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 577 : 240100 2160934 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 578 : 240100 2163159 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 593 : 250000 2251532 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 579 : 240100 5817639 0 9800 9800 0 0 0 0 
